priorite;score;nom;siren;code_naf;ville;code_postal;departement;region;adresse;ca_eur;annee_comptes;resultat_net_eur;effectif_tranche;annee_effectif;annee_creation;anciennete_ans;dirigeant_principal;age_dirigeant_max;nb_etablissements_ouverts;categorie_insee;site_web_probable;email_contact;signaux_site;signaux_faible_digitalisation;offres_emploi_admin;linkedin;url_source_registre;url_source_api
C;2;SANITAS;819164831;81.21Z;CERGY;95000;95;Île-de-France;IMMEUBLE LA TURBINE 32 BOULEVARD DU PORT 95000 CERGY;n/d;n/d;n/d;20 à 49;2023;2016;10;Majdouline Farhat (42 ans, Président de SAS);42;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/819164831;https://recherche-entreprises.api.gouv.fr/search?q=819164831
C;2;COMPAGNIE D'HYGIENE PUBLIQUE ET RESTAURATION (HPR);379616444;81.21Z;ACHERES;78260;78;Île-de-France;10 RUE DES BAUCHES 78260 ACHERES;n/d;n/d;n/d;10 à 19;2023;1990;36;Evrard Marie Jean Lionel De Ponnat (48 ans, Gérant);48;2;ETI;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/379616444;https://recherche-entreprises.api.gouv.fr/search?q=379616444
C;2;DV SERVICES;522716778;81.21Z;POISSY;78300;78;Île-de-France;63 RUE DU GENERAL DE GAULLE 78300 POISSY;n/d;n/d;n/d;20 à 49;2023;2010;16;David Vivien (53 ans, Gérant);53;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/522716778;https://recherche-entreprises.api.gouv.fr/search?q=522716778
C;2;PHIL SERVICES;413105040;81.21Z;CONFLANS-SAINTE-HONORINE;78700;78;Île-de-France;13 AVENUE CARNOT 78700 CONFLANS-SAINTE-HONORINE;n/d;n/d;n/d;10 à 19;2023;1997;29;"Geraldine Griffon (53 ans, Gérant); Philippe Guilbert (54 ans, Gérant)";54;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/413105040;https://recherche-entreprises.api.gouv.fr/search?q=413105040
C;2;MAJORDOME;798804449;81.21Z;MONTMAGNY;95360;95;Île-de-France;26 RUE DES SABLONS 95360 MONTMAGNY;n/d;n/d;n/d;20 à 49;2023;2013;13;Eddy Eugene (38 ans, Gérant);38;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/798804449;https://recherche-entreprises.api.gouv.fr/search?q=798804449
C;2;RR-NET (RR-NET);799157565;81.21Z;CHEVILLY-LARUE;94550;94;Île-de-France;1 BOULEVARD JEAN MERMOZ 94550 CHEVILLY-LARUE;n/d;n/d;n/d;20 à 49;2023;2013;13;"Rui Daniel Paiva Ribeiro (50 ans, Président de SAS); Rui Daniel Ribeiro (50 ans, Président de SAS)";50;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/799157565;https://recherche-entreprises.api.gouv.fr/search?q=799157565
C;2;PERFECT NET;437976384;81.21Z;SAINT-DENIS;93200;93;Île-de-France;5 RUE ERNEST RENAN 93200 SAINT-DENIS;n/d;n/d;n/d;10 à 19;2023;2001;25;Jed Khannati (33 ans, Gérant);33;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/437976384;https://recherche-entreprises.api.gouv.fr/search?q=437976384
C;2;SPM SYNERGIE - PROPRETE -MULTISERVICES;531602464;81.21Z;ROSNY-SOUS-BOIS;93110;93;Île-de-France;2 RUE J ET ETIENNE DE MONTGOLFIER 93110 ROSNY-SOUS-BOIS;n/d;n/d;n/d;20 à 49;2023;2011;15;Chokry Sanane (54 ans, Gérant);54;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/531602464;https://recherche-entreprises.api.gouv.fr/search?q=531602464
C;2;THIERRY SOUDRE (LAURENTIN PROPRETE SERVICE);433944964;81.21Z;NICE;06300;06;Provence-Alpes-Côte d'Azur;27 BOULEVARD DE L'ARIANE 06300 NICE;n/d;n/d;n/d;20 à 49;2023;2000;26;Thierry Soudre (None);n/d;3;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/433944964;https://recherche-entreprises.api.gouv.fr/search?q=433944964
C;1;PREMIUM MULTISERVICES (PREMIUM MULTISERVICES);822695920;81.22Z;MELUN;77000;77;Île-de-France;8 QUAI HIPPOLYTE ROSSIGNOL 77000 MELUN;n/d;n/d;n/d;10 à 19;2023;2016;10;Rodrigo Daniel Caldeira Alves (43 ans, Président de SAS);43;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/822695920;https://recherche-entreprises.api.gouv.fr/search?q=822695920
C;1;LOC EVENTS;502935943;81.22Z;PARIS;75020;75;Île-de-France;5 RUE DE LESSEPS 75020 PARIS;n/d;n/d;n/d;10 à 19;2023;2008;18;Makinthan Rasaratnam (44 ans, Gérant);44;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/502935943;https://recherche-entreprises.api.gouv.fr/search?q=502935943
C;1;ACCORD PROPRETE;809730476;81.21Z;PONTOISE;95300;95;Île-de-France;20 RUE LAVOISIER 95300 PONTOISE;n/d;n/d;n/d;10 à 19;2023;2015;11;César Augusto Ferreira Soares (38 ans, Président de SAS);38;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/809730476;https://recherche-entreprises.api.gouv.fr/search?q=809730476
C;1;NOEL SIMON CAMILUS SELVARATNAM (BRYNET);493291512;81.21Z;NEUILLY-SUR-MARNE;93330;93;Île-de-France;11 RUE DE L'ERMITAGE 93330 NEUILLY-SUR-MARNE;n/d;n/d;n/d;10 à 19;2023;2007;19;Noel Simon Camilus Selvaratnam (47 ans, None);47;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/493291512;https://recherche-entreprises.api.gouv.fr/search?q=493291512
C;1;GC SERVICES;799760509;81.22Z;LES CLAYES-SOUS-BOIS;78340;78;Île-de-France;10 AVENUE DU DOCTEUR ROUX 78340 LES CLAYES-SOUS-BOIS;n/d;n/d;n/d;10 à 19;2023;2014;12;"Victor Gomes (36 ans, Gérant); Celine Marie Gomes (33 ans, Gérant); Victor Alves Gomes (36 ans, Gérant)";36;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/799760509;https://recherche-entreprises.api.gouv.fr/search?q=799760509
C;1;FRANCE SERVICES IMMEUBLES (F.S.I);792870230;81.21Z;SAINT-MAUR-DES-FOSSES;94100;94;Île-de-France;24 RUE GARNIER PAGES 94100 SAINT-MAUR-DES-FOSSES;n/d;n/d;n/d;10 à 19;2023;2013;13;Nadia Mir (52 ans, Président de SAS);52;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/792870230;https://recherche-entreprises.api.gouv.fr/search?q=792870230
C;1;PRO REACTIF;798086633;81.22Z;NOISIEL;77186;77;Île-de-France;LE LUZARD II BAT A GRANDE ALLEE DU 12 FEVRIER 1934 77186 NOISIEL;n/d;n/d;n/d;10 à 19;2023;2013;13;"Frederic Hamalian (54 ans, Directeur Général); Frederic Ludovic Hamalian (54 ans, Directeur Général); Bruno Vergne (48 ans, Président de SAS)";54;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/798086633;https://recherche-entreprises.api.gouv.fr/search?q=798086633
C;1;RS HYGIENE SERVICES;749898284;81.22Z;CRETEIL;94000;94;Île-de-France;8 RUE D'ESTIENNE D'ORVES 94000 CRETEIL;n/d;n/d;n/d;10 à 19;2023;2012;14;"Serge Khaloyan (48 ans, Gérant); Serge Sazkis Khaloyan (48 ans, Gérant)";48;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/749898284;https://recherche-entreprises.api.gouv.fr/search?q=749898284
C;1;EB NETT ET SERVICES (EB NETT ET SERVICES);819558792;81.21Z;POISSY;78300;78;Île-de-France;2 RUE DE LA JUSTICE 78300 POISSY;n/d;n/d;n/d;10 à 19;2023;2016;10;Brahim El Guartit (44 ans, Président de SAS);44;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/819558792;https://recherche-entreprises.api.gouv.fr/search?q=819558792
C;1;O.R.J.D. PARTICULIERS (AXEO SERVICES);820376010;81.21Z;BOULOGNE-BILLANCOURT;92100;92;Île-de-France;143 AVENUE JEAN BAPTISTE CLEMENT 92100 BOULOGNE-BILLANCOURT;n/d;n/d;n/d;10 à 19;2023;2016;10;"Julien Dietler (37 ans, Gérant); Julien Pierre Dietler (37 ans, Gérant); Bernard Raymond (37 ans, Gérant)";37;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/820376010;https://recherche-entreprises.api.gouv.fr/search?q=820376010
C;1;MAID;524708682;81.22Z;ASNIERES-SUR-SEINE;92600;92;Île-de-France;TOUR D ASNIERES 4 AVENUE LAURENT CELY 92600 ASNIERES-SUR-SEINE;n/d;n/d;n/d;10 à 19;2023;2010;16;Thouraya Mansour (50 ans, Gérant);50;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/524708682;https://recherche-entreprises.api.gouv.fr/search?q=524708682
C;1;A.C.S. NETTOYAGE POLYVALENT ECOLOGIQUE (A.C.S.N.P.E.);824301667;81.21Z;PARIS;75015;75;Île-de-France;71 RUE DESNOUETTES 75015 PARIS;n/d;n/d;n/d;10 à 19;2023;2016;10;Voni Yvon Mayemba (48 ans, Président de SAS);48;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/824301667;https://recherche-entreprises.api.gouv.fr/search?q=824301667
C;1;PHPLUS PROPRETE (PH+ PROPRETE);507797116;81.21Z;PEYRUIS;04310;04;Provence-Alpes-Côte d'Azur;190 RUE DES CHENES VERTS 04310 PEYRUIS;n/d;n/d;n/d;20 à 49;2023;2008;18;Florian Tamagna (45 ans, Gérant);45;3;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/507797116;https://recherche-entreprises.api.gouv.fr/search?q=507797116
C;0;CLEAN CORPORATION (CLEAN CORPORATION);818228629;81.21Z;CAVAILLON;84300;84;Provence-Alpes-Côte d'Azur;93 RUE DES ABEILLES 84300 CAVAILLON;n/d;n/d;n/d;10 à 19;2023;2016;10;Loic Delingette (39 ans, Gérant);39;2;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/818228629;https://recherche-entreprises.api.gouv.fr/search?q=818228629
C;0;TECHNI LINE PLUS (TECHNI LINE PLUS);808415434;81.22Z;ROQUEBRUNE-SUR-ARGENS;83520;83;Provence-Alpes-Côte d'Azur;1172 CHEMIN DES ARQUETS 83520 ROQUEBRUNE-SUR-ARGENS;n/d;n/d;n/d;10 à 19;2023;2014;12;Juan Pacio (52 ans, Gérant);52;1;PME;non sondé;n/d;n/d;non sondé (hors des 70 premières lignes enrichies);n/d (non collecté : Indeed/WTTJ/France Travail bloquent la collecte automatisée);n/d (recherche manuelle : linkedin.com/company + nom);https://annuaire-entreprises.data.gouv.fr/entreprise/808415434;https://recherche-entreprises.api.gouv.fr/search?q=808415434
