source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656215/site/0;656215;Mise à jour le 26/08/2026;Sécurité électronique : vente, installation, maintenance;Industrie / production / fabrication;;Centre-Val de Loire;1340000;;11;2000000;;;oui (cf. Fusacq V91956);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/657545/site/0;657545;Mise à jour le 26/08/2026;Fonds de commerce Publicité NIMES;Communication / marketing / édition / imprimerie / PLV;;;1536000;;17;643200;;;;"cat.: Services; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/657546/site/0;657546;Mise à jour le 26/08/2026;Divers Commerces NIMES;Autres / non classé;;;1536000;;17;1929600;;;;"cat.: Commerce; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/645431/site/0;645431;Mise à jour le 26/08/2026;Brasserie, Restaurant 90 couverts avec terrasse dans le Gard (30);HCR / restauration / tourisme / loisirs;;;1200000;;17;867000;;;;"cat.: Restauration et Tourisme; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/613545/site/0;613545;Mise à jour le 25/08/2026;Fabrication de solutions pour les traitements de surfaces;Industrie / production / fabrication;;;4200000;;15;3000000;;;oui (cf. Fusacq V87156);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/612922/site/0;612922;Mise à jour le 25/08/2026;Réemploi de biens de grande consommation;Autres / non classé;;Normandie;2300000;;18;656000;;;oui (cf. Fusacq V87112);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/605578/site/0;605578;Mise à jour le 25/08/2026;Design packaging et création graphique;Autres / non classé;;Île-de-France;4000000;;10;0;;;oui (cf. Fusacq V85854);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/559576/site/0;559576;Mise à jour le 25/08/2026;Traiteur événementiel;Communication / marketing / édition / imprimerie / PLV;;Provence-Alpes-Côte d'Azur;2600000;;17;2332000;;;oui (cf. Fusacq V81869);"cat.: Restauration et Tourisme; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/593087/site/0;593087;Mise à jour le 25/08/2026;Golf, restaurant et événementiel;Communication / marketing / édition / imprimerie / PLV;;Provence-Alpes-Côte d'Azur;3200000;;30;8400000;;;oui (cf. Fusacq V84445);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/627423/site/0;627423;Mise à jour le 25/08/2026;Pose de chapes et de carrelages;Bâtiment / travaux publics / second œuvre;;;1400000;;10;0;;;oui (cf. Fusacq V88698);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/635067/site/0;635067;Mise à jour le 25/08/2026;Prestataire à destination des utilities et des bailleurs sociaux;Industrie / production / fabrication;;;3300000;;12;0;;;oui (cf. Fusacq V89603);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/657383/site/0;657383;Mise à jour le 25/08/2026;Agence de design et fabrication de supports de communication;Communication / marketing / édition / imprimerie / PLV;;Nouvelle-Aquitaine;4000000;;10;0;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656994/site/0;656994;Mise à jour le 25/08/2026;Restaurant LA COTINIERE;HCR / restauration / tourisme / loisirs;;;1116000;;11;968000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/657387/site/0;657387;Mise à jour le 25/08/2026;Garage automobile;Automobile / 2 roues / nautisme;;;2300000;;10;875000;;;oui (cf. Fusacq V92171);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/657384/site/0;657384;Mise à jour le 25/08/2026;Plateforme de deux clubs de fitness premium indépendant;HCR / restauration / tourisme / loisirs;;Provence-Alpes-Côte d'Azur;1900000;;12;1100000;;;oui (cf. Fusacq V92179);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/613547/site/0;613547;Mise à jour le 24/08/2026;Travaux publics et services associés;Bâtiment / travaux publics / second œuvre;;Centre-Val de Loire;2000000;;10;1100000;;;oui (cf. Fusacq V87164);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/502294/site/0;502294;Mise à jour le 24/08/2026;Couverture traditionnelle et étanchéité;Bâtiment / travaux publics / second œuvre;;;4200000;;17;2000000;;;oui (cf. Fusacq V75346);"cat.: Production; via Transmibat"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/530255/site/0;530255;Mise à jour le 24/08/2026;Travaux publics;Bâtiment / travaux publics / second œuvre;;;3680000;;28;1900000;;;oui (cf. Fusacq V79000);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/567687/site/0;567687;Mise à jour le 24/08/2026;Construction et mise en œuvre technique;Industrie / production / fabrication;;Provence-Alpes-Côte d'Azur;3000000;;23;2900000;;;oui (cf. Fusacq V82528);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/608058/site/0;608058;Mise à jour le 24/08/2026;Spécialiste de la pierre naturelle, carrelage, piscine et salle de bains;HCR / restauration / tourisme / loisirs;;Provence-Alpes-Côte d'Azur;3000000;300000;10;1900000;;;oui (cf. Fusacq V86594);"cat.: Production; via Cession PME; Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/613893/site/0;613893;Mise à jour le 24/08/2026;Négoce de produits sidérurgiques, outillages et quincaillerie;Négoce / distribution B2B;;;3000000;;13;0;;;oui (cf. Fusacq V87206);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/527115/site/0;527115;Mise à jour le 24/08/2026;Travaux de menuiserie PVC et en aluminium;Bâtiment / travaux publics / second œuvre;;;2000000;;14;1100000;;;oui (cf. Fusacq V78758);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/548120/site/0;548120;Mise à jour le 24/08/2026;Électricité : neuf et rénovation;Bâtiment / travaux publics / second œuvre;;;1600000;;19;0;;;oui (cf. Fusacq V80739);"cat.: Production; via Transmibat"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/551876/site/0;551876;Mise à jour le 24/08/2026;Injection plastique, moulage, surmoulage et découpe laser;Industrie / production / fabrication;;;2200000;;15;1600000;;;oui (cf. Fusacq V81099);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/582672/site/0;582672;Mise à jour le 24/08/2026;Vente de prêt-à-porter;Commerce de détail / e-commerce BtoC;;;4430000;;30;1620000;;;oui (cf. Fusacq V83288);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/595972/site/0;595972;Mise à jour le 24/08/2026;BTP - second œuvre;Bâtiment / travaux publics / second œuvre;;;4000000;;19;2708000;;;oui (cf. Fusacq V85365);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/589483/site/0;589483;Mise à jour le 24/08/2026;Étanchéité, bardage et couverture;Bâtiment / travaux publics / second œuvre;;Grand Est;3600000;;18;1320000;;;oui (cf. Fusacq V83965);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/617430/site/0;617430;Mise à jour le 24/08/2026;Production végétale;Industrie / production / fabrication;;;2000000;;15;0;;;oui (cf. Fusacq V87483);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/623446/site/0;623446;Mise à jour le 24/08/2026;Ingénierie, études techniques et logistique de chantiers BTP;Transport & logistique (commissionnaire, affrètement);;Île-de-France;3000000;;50;0;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/633825/site/0;633825;Mise à jour le 24/08/2026;Maçonnerie générale et gros œuvre de bâtiment;Bâtiment / travaux publics / second œuvre;;;1800000;;11;0;;;oui (cf. Fusacq V89568);"cat.: Production; via Transmibat"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/634867/site/0;634867;Mise à jour le 24/08/2026;Négoce et édition réglementaire en ligne;Communication / marketing / édition / imprimerie / PLV;;;3000000;;40;0;;;oui (cf. Fusacq V89575);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/634861/site/0;634861;Mise à jour le 24/08/2026;Infrastructures réseaux et contrôles d'accès;Industrie / production / fabrication;;;4000000;;25;0;;;oui (cf. Fusacq V89468);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/637053/site/0;637053;Mise à jour le 24/08/2026;Fabrication de rangement et aménagement d'intérieurs;Industrie / production / fabrication;;Île-de-France;1300000;;13;790000;;;oui (cf. Fusacq V89919);"cat.: Production; via Cession PME; Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/421400/site/0;421400;Mise à jour le 24/08/2026;Charcuterie artisanale;HCR / restauration / tourisme / loisirs;;Île-de-France;2200000;;18;1600000;;;oui (cf. Fusacq V69112);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/644448/site/0;644448;Mise à jour le 24/08/2026;Négoce de meubles sous enseigne;Négoce / distribution B2B;;Nouvelle-Aquitaine;4000000;;20;0;;;oui (cf. Fusacq V90670);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/647379/site/0;647379;Mise à jour le 24/08/2026;Nettoyage et entretien;Propreté / nettoyage / multiservices;;;1500000;;35;0;;;oui (cf. Fusacq V91032);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/644922/site/0;644922;Mise à jour le 24/08/2026;Centres pare-brise et lavage auto;Autres / non classé;;;1800000;;10;0;;;oui (cf. Fusacq V90695);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/643230/site/0;643230;Mise à jour le 24/08/2026;Agencement maîtrise d'œuvre d'espaces de santé;Bâtiment / travaux publics / second œuvre;;;2400000;;10;0;;;oui (cf. Fusacq V90386);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/563297/site/0;563297;Mise à jour le 24/08/2026;Traiteur, 450 m2 en Meurthe et Moselle (54);HCR / restauration / tourisme / loisirs;;;1107000;181000;12;660000;;;;"cat.: Commerce; via Les annonces du commerce; Cession PME; Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/644895/site/0;644895;Mise à jour le 24/08/2026;Restaurant avec terrasse à Nîmes ;HCR / restauration / tourisme / loisirs;;;1150000;;13;599000;;;;"cat.: Restauration et Tourisme; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/645571/site/0;645571;Mise à jour le 23/08/2026;Entreprise Fabrication Haute Loire;Industrie / production / fabrication;;;3135000;245000;10;1400000;;;;"cat.: Production; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/643550/site/0;643550;Mise à jour le 23/08/2026;Étanchéité, bardage et désenfumage;Bâtiment / travaux publics / second œuvre;;;2000000;;10;0;;;oui (cf. Fusacq V90508);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/655128/site/0;655128;Mise à jour le 22/08/2026;Fonds de commerce Garage - Station service Proche De Calais;Automobile / 2 roues / nautisme;;;2742000;251000;15;912000;;;;"cat.: Commerce; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/605537/site/0;605537;Mise à jour le 21/08/2026;Bureau d'études techniques et équipements industriels;Bureau d'études / ingénierie / diagnostics;;;3300000;;17;3570000;;;oui (cf. Fusacq V85658);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/592753/site/0;592753;Mise à jour le 21/08/2026;Transport - citernes pulvérisantes, messagerie, lots complets, affrètement et logistique;Transport & logistique (commissionnaire, affrètement);;Hauts-de-France;4500000;;31;0;;;oui (cf. Fusacq V84468);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/644666/site/0;644666;Mise à jour le 21/08/2026;Nettoyage - sud de France, en Languedoc-Roussillon;Propreté / nettoyage / multiservices;;Occitanie;1500000;315000000;40;1026000;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/644257/site/0;644257;Mise à jour le 21/08/2026;Restaurant, Restaurant gastronomique;HCR / restauration / tourisme / loisirs;;Provence-Alpes-Côte d'Azur;1865000;197000;10;1430000;;;;"cat.: Restauration et Tourisme; via Les annonces du commerce; Cession PME; Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/644450/site/0;644450;Mise à jour le 21/08/2026;Charpente métallique et serrurerie;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;5000000;;29;2509000;;;oui (cf. Fusacq V90662);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/588679/site/0;588679;Mise à jour le 21/08/2026;Restauration rapide - brasserie italienne en Alsace;HCR / restauration / tourisme / loisirs;;Grand Est;1286000;153000000;10;715000;;;;"cat.: Restauration et Tourisme; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/631574/site/0;631574;Mise à jour le 20/08/2026;Bar - Brasserie - Tabac LA ROCHELLE;HCR / restauration / tourisme / loisirs;;;1819000;;15;2047500;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/633470/site/0;633470;Mise à jour le 20/08/2026;Groupe familial du bâtiment - Entreprise générale avec forte expertise en menuiserie;Bâtiment / travaux publics / second œuvre;;;3400000;;22;1600000;;;oui (cf. Fusacq V89387);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/642633/site/0;642633;Mise à jour le 20/08/2026;Agence de maintien à domicile;Services à la personne / santé à domicile;;;1200000;;38;510000;;;oui (cf. Fusacq V90431);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/657151/site/0;657151;Mise à jour le 20/08/2026;Location de véhicules avec chauffeurs;Automobile / 2 roues / nautisme;;Île-de-France;3000000;;38;0;;;;"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/545550/site/0;545550;Mise à jour le 20/08/2026;Boulangerie - pâtisserie sur un emplacement N°1, à Bordeaux ;HCR / restauration / tourisme / loisirs;;;1160000;166000000;14;850000;;;;"cat.: Commerce; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/566814/site/0;566814;Mise à jour le 19/08/2026;Distributeur d'articles pour l'art de la table et d'instruments de cuisines;Négoce / distribution B2B;;;4900000;;22;0;;;oui (cf. Fusacq V82490);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/603987/site/0;603987;Mise à jour le 19/08/2026;Hôtel de Grande Capacité aux portes d'Aix en Provence;HCR / restauration / tourisme / loisirs;;Provence-Alpes-Côte d'Azur;1882000;;19;9500000;;;;"cat.: Restauration et Tourisme; via Cession PME; Les annonces du commerce"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/472125/site/0;472125;Mise à jour le 19/08/2026;Désamiantage, sciage béton, démolition de bâtiments, voirie, déconstruction et assainissement;Bâtiment / travaux publics / second œuvre;;;1700000;;10;1600000;;;oui (cf. Fusacq V73095);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/587761/site/0;587761;Mise à jour le 19/08/2026;Travaux de génie civil et de maçonnerie - B2B;Bâtiment / travaux publics / second œuvre;;;3000000;;15;0;;;oui (cf. Fusacq V83775);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/595202/site/0;595202;Mise à jour le 19/08/2026;Concession moto multimarque et vente d'accessoires;Automobile / 2 roues / nautisme;;Auvergne-Rhône-Alpes;4800000;;13;0;;;oui (cf. Fusacq V85273);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/619718/site/0;619718;Mise à jour le 19/08/2026;Restaurant MONTPELLIER;HCR / restauration / tourisme / loisirs;;;1257000;;12;1608000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/594063/site/0;594063;Mise à jour le 19/08/2026;Bar, Brasserie, Sandwicherie / Snack licence IV avec terrasse à Aix-les-Bains ;HCR / restauration / tourisme / loisirs;;;2068000;;11;3500000;;;;"cat.: Restauration et Tourisme; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/611427/site/0;611427;Mise à jour le 18/08/2026;Plâtrerie, maçonnerie, peinture, plomberie et électricité;Bâtiment / travaux publics / second œuvre;;;1500000;;11;989000;;;;"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/591621/site/0;591621;Mise à jour le 18/08/2026;Boulangeries - Pâtisseries avec 3 points de vente;HCR / restauration / tourisme / loisirs;;;1500000;;30;899000;;;oui (cf. Fusacq V84195);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/607502/site/0;607502;Mise à jour le 17/08/2026;Bar - Brasserie - Tabac Indre;HCR / restauration / tourisme / loisirs;;;1500000;278000;12;1100000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/610789/site/0;610789;Mise à jour le 17/08/2026;Entreprise BTP Portes-Les-Valence;Bâtiment / travaux publics / second œuvre;;;2486000;292000;14;890400;;;;"cat.: Production; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/525590/site/0;525590;Mise à jour le 17/08/2026;Chauffage, ventilation et climatisation;Bâtiment / travaux publics / second œuvre;;;3200000;;27;2000000;;;oui (cf. Fusacq V78546);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/603554/site/0;603554;Mise à jour le 17/08/2026;Magasin Mobilier - Décoration ALBI;Commerce de détail / e-commerce BtoC;;;2671000;;12;224000;;;;"cat.: Commerce; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/614300/site/0;614300;Mise à jour le 17/08/2026;Fabrication et montage de charpentes métalliques et bardage;Bâtiment / travaux publics / second œuvre;;;3400000;;17;2729000;;;oui (cf. Fusacq V87219);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/632312/site/0;632312;Mise à jour le 17/08/2026;Distribution automatique et snacking;Négoce / distribution B2B;;Provence-Alpes-Côte d'Azur;3000000;;18;1700000;;;oui (cf. Fusacq V89276);"cat.: Commerce; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/637318/site/0;637318;Mise à jour le 17/08/2026;Menuiserie d'agencement intérieur haut de gamme;Bâtiment / travaux publics / second œuvre;;Grand Est;1000000;;10;0;;;oui (cf. Fusacq V89805);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/644051/site/0;644051;Mise à jour le 17/08/2026;Maçonnerie et terrassement;Bâtiment / travaux publics / second œuvre;;;2400000;;14;560000;;;oui (cf. Fusacq V90534);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656978/site/0;656978;Mise à jour le 17/08/2026;Menuiseries extérieures - stores et fermetures;Bâtiment / travaux publics / second œuvre;;Provence-Alpes-Côte d'Azur;1600000;;12;440000;;;oui (cf. Fusacq V92087);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/611328/site/0;611328;Mise à jour le 17/08/2026;Boulangerie, pâtisserie, snacking dans une zone touristique, proche de Capbreton ;HCR / restauration / tourisme / loisirs;;;1743000;;19;1348000;;;;"cat.: Commerce; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/512541/site/0;512541;Mise à jour le 16/08/2026;Transport poids lourds;Transport & logistique (commissionnaire, affrètement);;;3250000;;19;2500000;;;oui (cf. Fusacq V76393);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/605677/site/0;605677;Mise à jour le 14/08/2026;Construction et rénovation de piscines;Bâtiment / travaux publics / second œuvre;;;3300000;;24;0;;;oui (cf. Fusacq V86087);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/643741/site/0;643741;Mise à jour le 14/08/2026;Serrurerie - Métallerie;Bâtiment / travaux publics / second œuvre;;;1100000;;11;582000;;;oui (cf. Fusacq V90531);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/642422/site/0;642422;Mise à jour le 14/08/2026;Menuiserie / Fermetures;Bâtiment / travaux publics / second œuvre;;Nouvelle-Aquitaine;1400000;;11;286000;;;oui (cf. Fusacq V81939);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656838/site/0;656838;Mise à jour le 14/08/2026;Recyclage de palettes et emballages industriels en bois;Négoce / distribution B2B;;;1400000;;10;0;;;;"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/610938/site/0;610938;Mise à jour le 13/08/2026;D326;Autres / non classé;;;1744000;342000;19;1348000;;;;"cat.: Commerce; via Les annonces du commerce; Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/481483/site/0;481483;Mise à jour le 13/08/2026;Restaurant Paris;HCR / restauration / tourisme / loisirs;;Île-de-France;1960000;;20;3216000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/497254/site/0;497254;Mise à jour le 13/08/2026;Bar - Brasserie - Tabac Cantal;HCR / restauration / tourisme / loisirs;;;1200000;;15;696000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/498983/site/0;498983;Mise à jour le 13/08/2026;Restaurant Pyrénées Atlantiques;HCR / restauration / tourisme / loisirs;;;1200000;;14;750000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/466142/site/0;466142;Mise à jour le 13/08/2026;Bar - Brasserie - Tabac Paris;HCR / restauration / tourisme / loisirs;;Île-de-France;2500000;;13;5360000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/583767/site/0;583767;Mise à jour le 13/08/2026;Restaurant Paris;HCR / restauration / tourisme / loisirs;;Île-de-France;1400000;;12;2144000;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656778/site/0;656778;Mise à jour le 13/08/2026;Mécanique de précision;Industrie / production / fabrication;;Auvergne-Rhône-Alpes;1500000;;10;800000;;;oui (cf. Fusacq V92070);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656780/site/0;656780;Mise à jour le 13/08/2026;Vente de dispositifs médicaux d'imagerie;Autres / non classé;;;4600000;;29;0;;;oui (cf. Fusacq V92064);"cat.: Services; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656777/site/0;656777;Mise à jour le 13/08/2026;Production de pièces techniques pour l'industrie;Industrie / production / fabrication;;Pays de la Loire;3000000;;50;1500000;;;oui (cf. Fusacq V92029);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656776/site/0;656776;Mise à jour le 13/08/2026;Menuiserie sur mesure;Bâtiment / travaux publics / second œuvre;;;1000000;;10;210000;;;;"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/471519/site/0;471519;Mise à jour le 12/08/2026;Carrières d'extraction de pierre, taille de pierre : négoce et pose;Négoce / distribution B2B;;Occitanie;4900000;;49;11000000;;;oui (cf. Fusacq V72946);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/595319/site/0;595319;Mise à jour le 12/08/2026;Bar - Brasserie - Tabac Gers;HCR / restauration / tourisme / loisirs;;;1090000;231000;11;838400;;;;"cat.: Restauration et Tourisme; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/629645/site/0;629645;Mise à jour le 12/08/2026;Landes (40);HCR / restauration / tourisme / loisirs;;;1740000;218000;15;1081500;;;;"cat.: Restauration et Tourisme; via Les annonces du commerce; Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/642898/site/0;642898;Mise à jour le 12/08/2026;Chaudronnerie et tuyauterie;Industrie / production / fabrication;;;2700000;;20;3600000;;;oui (cf. Fusacq V90450);"cat.: Production; via Fusacq"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/656715/site/0;656715;Mise à jour le 12/08/2026;Boulangerie - Pâtisserie Doubs;HCR / restauration / tourisme / loisirs;;;1200000;;12;489600;;;;"cat.: Commerce; via Cession PME"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/630033/site/0;630033;Mise à jour le 12/08/2026;Bar, brasserie, café dans une petite ville dynamique, proche de Mont-de-Marsan ;HCR / restauration / tourisme / loisirs;;;1739000;;11;1081000;;;;"cat.: Restauration et Tourisme; via Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/590973/site/0;590973;Mise à jour le 12/08/2026;Restauration rapide premium /Zone commerciale;HCR / restauration / tourisme / loisirs;;;1226000;202000;14;495000;;;;"cat.: Restauration et Tourisme; via Les annonces du commerce; Cession PME; Place des Commerces"
Bpifrance;https://reprise-entreprise.bpifrance.fr/tracking/annonce/click/618370/site/0;618370;Mise à jour le 11/08/2026;CESSION FONDS COMMERCE RESTAURANT AVEC TERRASSE ET GRANDE CAPACITE;HCR / restauration / tourisme / loisirs;;;1352000;46000;12;954000;;;;"cat.: Restauration et Tourisme; via Les annonces du commerce; Cession PME"
