source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
Fusacq;https://www.fusacq.com/vente-entreprise-transport-frigorifique-et-transport-industriel-limousin,88389_fr_;V88389;31/08/2026;Transport frigorifique et transport industriel;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-de-meubles-et-installation-de-cuisines-bourgogne,87640_fr_;V87640;07/09/2026;Distribution de meubles et installation de cuisines;Négoce / distribution B2B;;Bourgogne-Franche-Comté;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-traiteur-evenementiel-alpes-maritimes,81869_fr_;V81869;25/08/2026;Traiteur événementiel;Communication / marketing / édition / imprimerie / PLV;;Provence-Alpes-Côte d'Azur;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-nettoyage-de-cuves-hydrocarbures-et-traitement-des-eaux-polluees-provence-alpes-cote-d-azur,92490_fr_;V92490;;Nettoyage de cuves hydrocarbures et traitement des eaux polluées;Propreté / nettoyage / multiservices;;Provence-Alpes-Côte d'Azur;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-negoce-de-jouets-peluches-et-articles-cadeaux-nord,91428_fr_;V91428;;Négoce de jouets, peluches et articles cadeaux;Négoce / distribution B2B;;Hauts-de-France;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conception-fabrication-et-distribution-de-robots-franche-comte,90932_fr_;V90932;03/09/2026;Conception, fabrication et distribution de robots;Négoce / distribution B2B;;Bourgogne-Franche-Comté;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-developpement-de-solutions-metiers-assistance-technique-integrateur-conseil-et-formation-alsace,89826_fr_;V89826;04/09/2026;Développement de solutions métiers, assistance technique, intégrateur, conseil et formation;Conseil / expertise / services administratifs aux entreprises (BPO);;Grand Est;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-vente-et-reparation-de-materiel-de-motoculture-nord-ouest,87372_fr_;V87372;31/08/2026;Vente et réparation de matériel de motoculture;Négoce / distribution B2B;;;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-restauration-et-traiteur-evenementiel-loire,92507_fr_;V92507;;Restauration et traiteur événementiel;Communication / marketing / édition / imprimerie / PLV;;Auvergne-Rhône-Alpes;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conseil-en-financement-des-acteurs-de-la-culture-ile-de-france,89862_fr_;V89862;21/07/2026;Conseil en financement des acteurs de la culture;Conseil / expertise / services administratifs aux entreprises (BPO);;Île-de-France;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-routier-de-fret-interurbain-et-affretement-rhone-alpes,85880_fr_;V85880;02/07/2026;Transport routier de fret interurbain et affrètement;Transport & logistique (commissionnaire, affrètement);;Auvergne-Rhône-Alpes;2320000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-edition-de-magazine-et-regie-publicitaire-bretagne,91127_fr_;V91127;;Édition de magazine et régie publicitaire;Communication / marketing / édition / imprimerie / PLV;;Bretagne;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-editeur-de-logiciels-de-niche-dematerialisation-des-appels-d-offres-alpes-maritimes,90302_fr_;V90302;03/08/2026;Éditeur de logiciels de niche : dématérialisation des appels d'offres;Services informatiques / ESN / éditeur de logiciel;;Provence-Alpes-Côte d'Azur;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-geomarketing-et-outils-digitaux-de-la-connaissance-et-de-l-activation-client-pays-de-la-loire,90116_fr_;V90116;20/07/2026;Géomarketing et outils digitaux de la connaissance et de l'activation client;Communication / marketing / édition / imprimerie / PLV;;;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fabrication-negoce-et-sav-de-pompes-hydrauliques-bourgogne,86640_fr_;V86640;16/09/2026;Fabrication, négoce et SAV de pompes hydrauliques;Négoce / distribution B2B;;Bourgogne-Franche-Comté;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-negoce-en-fruits-et-legumes-alpes-maritimes,83931_fr_;V83931;21/07/2026;Négoce en fruits et légumes;Négoce / distribution B2B;;Provence-Alpes-Côte d'Azur;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-construction-et-mise-en-service-de-reseaux-electriques-et-telecom-provence-alpes-cote-d-azur,77403_fr_;V77403;23/07/2026;Construction et mise en service de réseaux électriques et télécom;Services informatiques / ESN / éditeur de logiciel;;Provence-Alpes-Côte d'Azur;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-assistance-technique-et-recrutement-seine-et-marne,86313_fr_;V86313;17/09/2026;Assistance technique et recrutement;Recrutement / intérim / RH / paie;;Île-de-France;2260000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-multi-agences-specialiste-du-diagnostic-immobilier-nord-est,92354_fr_;V92354;;Groupe multi-agences spécialiste du diagnostic immobilier;Bureau d'études / ingénierie / diagnostics;;;2200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-vente-et-installation-de-menuiserie-aluminium-pvc-herault,91041_fr_;V91041;18/09/2026;Vente et installation de menuiserie aluminium / PVC;Négoce / distribution B2B;;Occitanie;2200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-leader-des-services-autonomie-a-domicile-sad-et-du-portage-de-repas-meurthe-et-moselle,90142_fr_;V90142;21/07/2026;Leader des Services Autonomie à Domicile (SAD) et du portage de repas;Services à la personne / santé à domicile;;Grand Est;2200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-affichage-publicitaire-urbain-languedoc-roussillon,92609_fr_;V92609;;Affichage publicitaire urbain;Communication / marketing / édition / imprimerie / PLV;;Occitanie;2100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-specialiste-des-solutions-d-alerte-multicanale-et-de-communication-de-crise-france,90926_fr_;V90926;07/09/2026;Spécialiste des solutions d'alerte multicanale et de communication de crise;Communication / marketing / édition / imprimerie / PLV;;;2100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-menuiseries-metalliques-avec-bureau-d-etudes-integre-aube,79216_fr_;V79216;17/09/2026;Menuiseries métalliques avec bureau d'études intégré;Bureau d'études / ingénierie / diagnostics;;Grand Est;2020000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-location-de-materiel-audiovisuel-professionnel-ile-de-france,92622_fr_;V92622;;Location de matériel audiovisuel professionnel;Communication / marketing / édition / imprimerie / PLV;;Île-de-France;2000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-infogerance-et-hebergement-nord-est,92390_fr_;V92390;;Infogérance et hébergement;Services informatiques / ESN / éditeur de logiciel;;;2000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agence-de-marketing-operationnel-paris,92361_fr_;V92361;;Agence de marketing opérationnel;Communication / marketing / édition / imprimerie / PLV;;Île-de-France;2000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-bureau-d-etudes-techniques-en-fluides-pays-de-la-loire,91798_fr_;V91798;;Bureau d'études techniques en fluides;Bureau d'études / ingénierie / diagnostics;;;2000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-reseau-de-micro-creches-rhone-alpes,91562_fr_;V91562;;Réseau de micro-crèches;Services à la personne / santé à domicile;;Auvergne-Rhône-Alpes;2000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-services-de-demenagement-provence-alpes-cote-d-azur,88016_fr_;V88016;13/08/2026;Services de déménagement;Transport & logistique (commissionnaire, affrètement);;Provence-Alpes-Côte d'Azur;2000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-installation-et-maintenance-de-reseaux-telephoniques-et-telecoms-sarthe,87901_fr_;V87901;20/07/2026;Installation et maintenance de réseaux téléphoniques et télécoms;Services informatiques / ESN / éditeur de logiciel;;;2000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-renovation-energetique-de-l-habitat-du-conseil-a-la-pose-nord-pas-de-calais,87457_fr_;V87457;14/09/2026;Rénovation énergétique de l'habitat : du conseil à la pose;Conseil / expertise / services administratifs aux entreprises (BPO);;Hauts-de-France;2000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-menuiserie-metallique-fabrication-et-negoce-aquitaine,85268_fr_;V85268;26/08/2026;Menuiserie métallique : Fabrication et négoce;Négoce / distribution B2B;;Nouvelle-Aquitaine;2000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-esn-specialisee-en-regie-it-sud-est,91368_fr_;V91368;;ESN spécialisée en régie IT;Services informatiques / ESN / éditeur de logiciel;;;1900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-integrateur-securite-telecoms-btob-languedoc-roussillon,90001_fr_;V90001;16/09/2026;Intégrateur sécurité & télécoms BtoB;Services informatiques / ESN / éditeur de logiciel;;Occitanie;1900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-stockage-de-produits-gestion-de-stocks-et-logistique-centre,89844_fr_;V89844;18/09/2026;Stockage de produits, gestion de stocks et logistique;Transport & logistique (commissionnaire, affrètement);;Centre-Val de Loire;1900000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-vente-ambulante-de-fournitures-d-outillage-deux-societes-dordogne,89850_fr_;V89850;24/07/2026;Vente ambulante de fournitures d'outillage - Deux sociétés;Négoce / distribution B2B;;Nouvelle-Aquitaine;1855000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-traiteur-evenementiel-bruxelles-capitale,77577_fr_;V77577;26/08/2026;Traiteur évènementiel;Communication / marketing / édition / imprimerie / PLV;;;1825000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-de-8-micro-creches-doubs,92612_fr_;V92612;;Groupe de 8 micro-crèches;Services à la personne / santé à domicile;;Bourgogne-Franche-Comté;1800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-un-reseau-de-restauration-digitale-multi-marques-seine-saint-denis,92504_fr_;V92504;;Un réseau de restauration digitale multi-marques;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;1800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agence-de-communication-creative-influence-b2b-paris,92416_fr_;V92416;;Agence de communication créative & influence B2B;Communication / marketing / édition / imprimerie / PLV;;Île-de-France;1800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-specialisee-en-epicerie-bretagne,84073_fr_;V84073;27/07/2026;Distribution spécialisée en épicerie;Négoce / distribution B2B;;Bretagne;1800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-de-marchandises-rhone-alpes,83029_fr_;V83029;20/07/2026;Transport de marchandises;Transport & logistique (commissionnaire, affrètement);;Auvergne-Rhône-Alpes;1725000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-routier-de-marchandises-par-bennes-pas-de-calais,91412_fr_;V91412;;Transport routier de marchandises par bennes;Transport & logistique (commissionnaire, affrètement);;Hauts-de-France;1700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-bureau-d-etudes-en-reseaux-pyrenees-atlantiques,91337_fr_;V91337;;Bureau d'études en réseaux;Bureau d'études / ingénierie / diagnostics;;Nouvelle-Aquitaine;1700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agence-de-conseil-en-design-et-communication-de-marque-hauts-de-seine,91256_fr_;V91256;;Agence de conseil en design et communication de marque;Communication / marketing / édition / imprimerie / PLV;;Île-de-France;1700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-cabinet-d-expertise-comptable-alpes-maritimes,91235_fr_;V91235;;Cabinet d'expertise comptable;Conseil / expertise / services administratifs aux entreprises (BPO);;Provence-Alpes-Côte d'Azur;1700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-domaine-de-loisirs-experientiel-avec-hebergement-nature-premium-ile-de-france,87956_fr_;V87956;27/07/2026;Domaine de loisirs expérientiel avec hébergement nature premium;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;1700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-site-de-loisirs-hotellerie-restauration-evenementiel-et-spectacles-nord-est,87931_fr_;V87931;21/07/2026;Site de loisirs, hôtellerie, restauration, événementiel et spectacles;Communication / marketing / édition / imprimerie / PLV;;;1700000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-nettoyage-tertiaire-nord-pas-de-calais,91683_fr_;V91683;;Nettoyage tertiaire;Propreté / nettoyage / multiservices;;Hauts-de-France;1600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-plate-forme-numerique-pour-le-bien-etre-et-les-produits-de-consommation-commerce-electronique-mondial-confidentiel,91095_fr_;V91095;24/07/2026;Plate-forme numérique pour le bien-être et les produits de consommation;Services informatiques / ESN / éditeur de logiciel;;;1600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-automatique-seine-saint-denis,91049_fr_;V91049;;Distribution automatique;Négoce / distribution B2B;;Île-de-France;1600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-bureau-d-etudes-specialise-en-detection-et-cartographie-de-reseaux-nord,90732_fr_;V90732;27/08/2026;Bureau d'études spécialisé en détection et cartographie de réseaux;Bureau d'études / ingénierie / diagnostics;;Hauts-de-France;1600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-services-a-la-personne-france,80690_fr_;V80690;14/09/2026;Services à la personne;Services à la personne / santé à domicile;;;1525000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-proprete-et-nettoyage-alpes-maritimes,92575_fr_;V92575;;Propreté et nettoyage;Propreté / nettoyage / multiservices;;Provence-Alpes-Côte d'Azur;1500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-multiservices-a-la-personne-seine-et-marne,92506_fr_;V92506;;Groupe multiservices à la personne;Propreté / nettoyage / multiservices;;Île-de-France;1500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-nettoyage-et-entretien-gard,91032_fr_;V91032;07/09/2026;Nettoyage et entretien;Propreté / nettoyage / multiservices;;Occitanie;1500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-de-biens-bas-rhin,90992_fr_;V90992;16/09/2026;Transport de biens;Transport & logistique (commissionnaire, affrètement);;Grand Est;1500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-nettoyage-et-entretien-languedoc-roussillon,90705_fr_;V90705;21/08/2026;Nettoyage et entretien;Propreté / nettoyage / multiservices;;Occitanie;1500000;;10-50 (filtre);;;;oui (cf. Fusacq V91032);filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-mecanique-industrielle-bureau-d-etudes-centre,88012_fr_;V88012;17/09/2026;Mécanique industrielle - Bureau d'études;Bureau d'études / ingénierie / diagnostics;;Centre-Val de Loire;1500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-assistance-technique-bureau-d-etudes-industrielles-et-mecaniques-rhone-alpes,86576_fr_;V86576;31/08/2026;Assistance technique / Bureau d'études industrielles et mécaniques;Bureau d'études / ingénierie / diagnostics;;Auvergne-Rhône-Alpes;1500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-installation-d-isolation-thermique-centre,83971_fr_;V83971;24/08/2026;Installation d'isolation thermique;Bureau d'études / ingénierie / diagnostics;;Centre-Val de Loire;1500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-editeur-d-un-logiciel-de-gestion-de-point-de-vente-et-d-encaissement-erp-pos-france,82594_fr_;V82594;26/08/2026;Éditeur d'un logiciel de gestion de point de vente et d'encaissement ERP POS;Services informatiques / ESN / éditeur de logiciel;;;1500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conception-fabrication-et-distribution-de-systemes-de-surveillance-et-protection-sud-est,82177_fr_;V82177;07/09/2026;Conception, fabrication et distribution de systèmes de surveillance et protection;Sécurité / surveillance / télésurveillance;;;1500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-livraison-et-transport-aux-entreprises-aquitaine,77996_fr_;V77996;24/08/2026;Livraison et transport aux entreprises;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;1450000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-routier-3-5-tonnes-avec-20-licences-nord,85701_fr_;V85701;28/08/2026;Transport routier -3.5 Tonnes avec 20 licences;Transport & logistique (commissionnaire, affrètement);;Hauts-de-France;1445000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-de-6-micro-creches-doubs,92220_fr_;V92220;;Groupe de 6 micro-crèches;Services à la personne / santé à domicile;;Bourgogne-Franche-Comté;1400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agence-de-marketing-corse,90908_fr_;V90908;13/08/2026;Agence de marketing;Communication / marketing / édition / imprimerie / PLV;;Corse;1400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-location-de-vaisselle-et-materiel-de-cuisine-aude,88810_fr_;V88810;20/07/2026;Location de vaisselle et matériel de cuisine;Négoce / distribution B2B;;Occitanie;1400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agence-de-communication-et-marketing-digital-local-sud-est,86151_fr_;V86151;31/08/2026;Agence de communication et marketing digital local;Services informatiques / ESN / éditeur de logiciel;;;1400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-dernier-kilometre-confidentiel,73276_fr_;V73276;22/07/2026;Transport dernier kilomètre;Transport & logistique (commissionnaire, affrètement);;;1400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-organisme-de-formation-en-transport-et-securite-aquitaine,92447_fr_;V92447;;Organisme de formation en transport et sécurité;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;1300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-esn-parisienne-en-regie-it-pure-paris,91222_fr_;V91222;18/09/2026;ESN parisienne en régie IT pure;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;1300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-usinage-numerique-rhone-alpes,90959_fr_;V90959;04/09/2026;Usinage numérique;Services informatiques / ESN / éditeur de logiciel;;Auvergne-Rhône-Alpes;1300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-routier-de-marchandises-et-prestations-logistiques-associees-isere,89507_fr_;V89507;26/08/2026;Transport routier de marchandises et prestations logistiques associées;Transport & logistique (commissionnaire, affrètement);;Auvergne-Rhône-Alpes;1300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-de-6-micro-creches-doubs,86995_fr_;V86995;29/07/2026;Groupe de 6 micro-crèches;Services à la personne / santé à domicile;;Bourgogne-Franche-Comté;1300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-marketing-operationnel-specialise-dans-le-secteur-des-nouvelles-technologies-provence-alpes-cote-d-azur,79394_fr_;V79394;20/07/2026;Marketing opérationnel spécialisé dans le secteur des nouvelles technologies;Communication / marketing / édition / imprimerie / PLV;;Provence-Alpes-Côte d'Azur;1300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-bureau-d-etudes-mecaniques-et-mecatroniques-ille-et-vilaine,92616_fr_;V92616;;Bureau d'études mécaniques et mécatroniques;Bureau d'études / ingénierie / diagnostics;;Bretagne;1200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-plateforme-commerciale-digitale-pyrenees-orientales,92215_fr_;V92215;;Plateforme commerciale digitale;Services informatiques / ESN / éditeur de logiciel;;Occitanie;1200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-menuiseries-bois-pvc-alu-negoce-pose-rhone-alpes,91282_fr_;V91282;;Menuiseries bois, PVC, alu : négoce & pose;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;1200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-cabinet-de-consulting-centre-de-formation-gironde,91165_fr_;V91165;;Cabinet de consulting / centre de formation;Formation professionnelle / organisme de formation;;Nouvelle-Aquitaine;1200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agence-de-maintien-a-domicile-isere,90431_fr_;V90431;20/08/2026;Agence de maintien à domicile;Services à la personne / santé à domicile;;Auvergne-Rhône-Alpes;1200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-cabinet-d-architectes-hainaut,81623_fr_;V81623;22/07/2026;Cabinet d'architectes;Conseil / expertise / services administratifs aux entreprises (BPO);;;1200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-formation-professionnelle-seine-maritime,81338_fr_;V81338;14/09/2026;Formation professionnelle;Formation professionnelle / organisme de formation;;Normandie;1145000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-editeur-de-progiciels-de-gestion-et-esn-saone-et-loire,83982_fr_;V83982;27/08/2026;Éditeur de progiciels de gestion et ESN;Services informatiques / ESN / éditeur de logiciel;;Bourgogne-Franche-Comté;1135000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-routier-de-marchandises-loiret,92158_fr_;V92158;;Transport routier de marchandises;Transport & logistique (commissionnaire, affrètement);;Centre-Val de Loire;1100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conseil-rh-et-plateforme-saas-ile-de-france,92019_fr_;V92019;;Conseil RH et plateforme SaaS;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;1100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-activites-de-charcuterie-traditionnelle-et-de-traiteur-evenementiel-auvergne,91699_fr_;V91699;;Activités de charcuterie traditionnelle et de traiteur événementiel;Communication / marketing / édition / imprimerie / PLV;;Auvergne-Rhône-Alpes;1100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-specialiste-du-nettoyage-en-support-de-chantiers-de-renovation-seine-et-marne,91382_fr_;V91382;;Spécialiste du nettoyage en support de chantiers de rénovation;Propreté / nettoyage / multiservices;;Île-de-France;1100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-secretariat-telephonique-pour-les-professions-medicales-haute-garonne,89615_fr_;V89615;06/07/2026;Secrétariat téléphonique pour les professions médicales;Conseil / expertise / services administratifs aux entreprises (BPO);;Occitanie;1100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
